title,year,description,average_rating,rating_distribution,poster_url
Letterboxd — Your life in film,,"All unemployed, Ki-taek’s family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",,{},https://letterboxd.comhttps://a.ltrbxd.com/resized/film-poster/4/2/6/4/0/6/426406-parasite-0-1000-0-1500-crop.jpg?v=8f5653f710
